,doc1,doc2,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doc10,doc11,doc12,doc13,doc14,doc15,doc16,doc17,doc18,doc19,doc20
Beware,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Beyond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3
Bezúbova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bezúkhov,1,4,6,3,8,0,0,6,1,12,4,4,4,1,1,1,3,6,1,2
Bezúkhov.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bezúkhova,0,0,0,0,1,0,0,0,0,0,0,3,4,11,1,0,1,0,3,0
Bible,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bilíbin,0,0,0,0,0,0,42,0,5,0,6,1,0,0,0,0,8,0,4,0
Bilíbin—he,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bilíbin—who,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Bishop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Blackguards,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
Blasius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Blast,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blessed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blockhead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Blood,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Bluebeard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Bogdánich,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bogdánovich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bogdánovna,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Boguchárovo,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,36,0,0,1,0
Bohemia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemian,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Bold,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bolkhovítinov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Bolkónskaya,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0
Bolkónskaya.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolkónskaya—that,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bolkónski,4,1,0,0,4,7,27,12,33,4,2,12,10,20,14,12,1,5,0,0
Bolkónski.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bolkónskis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolkónski—an,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bolkónski—she,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bolótnoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bonaparte,4,3,1,1,9,1,17,0,10,3,9,10,0,5,3,6,2,6,0,0
Bonaparte.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bonapartist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bondarchúk,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bondarénko,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonjour,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Booby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Boots,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bordeaux,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
Borodinó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,11,16,11
Borodinó—a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Borodinó—defeated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Borodinó—the,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Borovítski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Borzozowska,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Borís,2,7,54,7,1,0,0,0,61,11,16,37,29,34,14,0,17,0,0,0
Borís.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borísov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Borís—the,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Both,1,1,0,2,0,2,1,2,2,1,1,0,1,1,1,1,0,2,3,2
Bothnia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Boulevard,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
Boulogne,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bourbon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bourbons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bourienne,0,0,0,0,15,0,0,26,25,0,1,1,4,16,8,19,0,0,7,0
Bourienne—I,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bourienne—a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bourienne—had,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bourienne—who,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Boyars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Braunau,0,0,0,0,3,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0
Braunau.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Break,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Breathing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Breathless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bremen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bridge,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0
Bridgehead,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brigade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Brigand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Brigands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bright,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bring,0,1,2,0,0,1,1,0,0,1,0,0,0,2,0,0,0,2,0,1
Bronnítski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bronnítskis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brook,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brook.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brother,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,1,0
Brotherhood,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
Brotherhood.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brothers,0,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,2,0,0,1
Broussier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Bruin,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brumaire,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brónnikov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brózin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brünn,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0
Bucharest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Bucharest—where,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bugler,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Buonaparte,8,0,1,0,6,4,2,0,0,0,2,2,4,1,0,0,0,0,0,0
Buonapartes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buonapartists,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Burning,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bushes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Busy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
But,14,14,19,13,26,26,34,28,50,49,46,38,62,63,56,64,99,107,100,94
Buxhöwden,0,0,0,0,0,0,1,0,1,0,11,0,0,0,0,0,0,0,0,0
Bwing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
By,1,0,1,0,1,0,1,2,1,2,2,1,3,0,3,2,7,10,2,6
Bykov,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Básov,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bâton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bélaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Bítski,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Bórovsk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Bóry,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Búrdino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1
CHAPTER,6,5,6,4,8,7,11,6,12,16,16,20,24,23,23,19,30,28,35,36
Cadet,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Caesar,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Call,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,1,1,1
Calm,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Came,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Camp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Campan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Campo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Can,2,0,2,1,0,1,1,6,2,4,3,1,5,5,0,0,4,2,4,4
Canal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Capitaine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Capital,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Caps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Captain,0,0,0,0,0,5,5,7,1,1,0,2,0,0,0,0,1,3,2,0
Cards,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carelessly,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caroline,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Carriages,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carrot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carry,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Casting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castrès,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Casually,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Catch,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Cathedral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Catherine,1,1,0,5,2,0,0,0,0,0,0,1,2,0,1,2,0,1,3,1
Catholic,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0
Catholicism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Catholics,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Catiche,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Caucasus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Caulaincourt,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0
Cavalry,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cela,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cependant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceremonies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Certain,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Certainly,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Certains,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cette,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Challenged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chancellor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Chancery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Change,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
Charmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Charming,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0
Charmé,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Charmée,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Charon.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Chasseurs,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
Chatróv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chekmár,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Chernýshev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Cherubini,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chevalier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chevaliers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Chichagóv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Chief,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2
Chiefly,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chigírin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Child,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
China-Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chinese,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Choose,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christ,0,0,0,0,0,1,2,0,0,0,1,2,1,1,1,3,3,4,4,3
Christian,0,1,1,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1
Christianity,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Christians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
Christmas,0,0,0,0,0,0,0,0,0,2,0,0,3,3,2,0,0,0,1,0
Christmastime,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chubby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Church,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
Church—yet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Circassian,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
Civil,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Claparède,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Clausewitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Clean,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Clearly,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clever,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cloister,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Close,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Closer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Clothes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Clouds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Club,0,0,1,0,0,0,0,0,0,6,0,0,0,2,3,1,3,3,0,0
Clutching,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clément,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Co-o-om-pa-ny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Code,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
Cold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Coldly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Collector,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Collegiate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cologne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
Colonel,0,0,0,0,0,3,0,3,0,0,0,0,2,0,1,1,1,0,4,1
Colonel.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Colosseum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Column,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Come,1,3,0,4,5,5,4,2,4,3,8,5,5,8,1,6,4,8,5,4
Come.,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coming,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,3,2
Comité,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Command,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Commanded,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Commander,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commentaries,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commission,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Commit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Committee,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
Communion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Company,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Compared,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Compassion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Comte,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0
Comtesse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Conceal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Condé,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confess,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Confessor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Confound,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Confused,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Congress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Conjectures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Connaissez-vous,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connoisseurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Conquest,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Consequently,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Consider,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Consistory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Constantine,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Consul,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Contez,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Continental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Continual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Continually,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Continued,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Continuing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Contrary,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
Contrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Contributions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Convent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cookshops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cooper,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copenhagen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Copenhagen—a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Corporal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Corps,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
Corsican,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvisart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cosaques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cossack,0,0,0,3,1,10,7,0,2,1,0,4,1,0,1,8,7,1,12,24
Cossacks,0,0,0,0,0,1,4,0,6,0,0,0,0,0,4,7,2,3,14,41
Cossacks.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cossacks—those,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cossack—,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Could,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
Couldn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Council,0,0,0,0,0,0,0,1,0,1,0,1,7,0,0,0,1,1,0,0
Councilor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Councilor—and,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Count,2,5,17,3,9,5,3,7,16,24,10,17,19,19,23,14,25,35,16,6
Countess,0,5,4,2,4,0,0,0,0,2,3,4,8,18,8,0,2,3,3,0
Country,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Count—if,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Count—who,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Courage,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Cousinage—dangereux,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cousinhood,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
